,Q22,tweet,value
6577,Male,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",5.0
6578,Male,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",5.0
6579,Female,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",3.0
6580,Male,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",2.0
6581,Male,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",2.0
6582,Male,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",5.0
6583,Female,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",3.0
6584,Female,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",4.0
6585,Female,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",3.0
6586,Male,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",2.0
6587,Female,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",4.0
6588,Female,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",2.0
6589,Female,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",1.0
6590,Female,"We're tested by the things we love most . I just love sleep . Is it too much to ask for , to get at least 6 8 hours UNINTERRUPTED sleep .",2.0
6591,Female, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,2.0
6592,Male, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,4.0
6593,Female, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,5.0
6594,Female, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,3.0
6595,Female, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,3.0
6596,Male, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,5.0
6597,Female, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,4.0
6598,Male, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,3.0
6599,Female, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,2.0
6600,Female, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,3.0
6601,Male, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,3.0
6602,Female, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,4.0
6603,Female, today I lost hours on cosplay super mario lore and going back and forth between two tiktok accounts bc one said the other had been copying her for years and had receipts.,3.0
6604,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",3.0
6605,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",3.0
6606,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",4.0
6607,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",2.0
6608,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",3.0
6609,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",1.0
6610,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",2.0
6611,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",2.0
6612,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",4.0
6613,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",2.0
6614,Female,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",5.0
6615,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",3.0
6616,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",4.0
6617,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",5.0
6618,Female,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",4.0
6619,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",3.0
6620,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",4.0
6621,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",3.0
6622,Female,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",3.0
6623,Male,"CLE is such a racket. Im surprised that it hasnt been abolished entirely due to COVID. Plague CLE basically means spending twenty hours a year listening to a prerecorded PowerPoint. Just send the notes, Ill read them in 15 minutes. Same information transfer, faster rate..",2.0
6624,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,5.0
6625,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,4.0
6626,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,2.0
6627,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,4.0
6628,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,2.0
6629,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,1.0
6630,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,4.0
6631,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,4.0
6632,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,1.0
6633,Female, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,3.0
6634,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,2.0
6635,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,2.0
6636,Female, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,4.0
6637,Female, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,4.0
6638,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,5.0
6639,Female, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,3.0
6640,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,5.0
6641,Female, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,2.0
6642,Female, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,5.0
6643,Male, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,2.0
6644,Female, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,5.0
6645,Female, Funny how that is being pushed. If you can wait 9 hours to get tested just to be sent home with COVID. You can dang well stand in line to vote.,3.0
6646,Male, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,3.0
6647,Female, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,3.0
6648,Male, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,4.0
6649,Male, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,4.0
6650,Female, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,2.0
6651,Female, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,2.0
6652,Female, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,4.0
6653,Male, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,5.0
6654,Male, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,4.0
6655,Female, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,4.0
6656,Male, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,4.0
6657,Female, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,3.0
6658,Female, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,4.0
6659,Female, Good luck I have relatives in that area..tweet me if you have particular questions...i'll ask them Im just a few hours from there.,4.0
6660,Male,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,3.0
6661,Male,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,1.0
6662,Female,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,1.0
6663,Male,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,4.0
6664,Male,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,3.0
6665,Male,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,4.0
6666,Male,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,3.0
6667,Female,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,2.0
6668,Female,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,3.0
6669,Female,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,2.0
6670,Female,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,5.0
6671,Female,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,4.0
6672,Male,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,4.0
6673,Male,This means that in order to continue being Juni I have to completely rebuild her from scratch in a new program. is going to be helping me with this and I am very grateful for that. But for obvious reasons I am devastated. This is countless hours of hard work gone..,3.0
6674,Female,"Don't waste your life in doubts and fears Spend yourself on the work before you, well assured that the right performance of this hour's duties will be the best preparation for the hours or ages that follow it. inspiration motivation quote .",2.0
6675,Female,"Don't waste your life in doubts and fears Spend yourself on the work before you, well assured that the right performance of this hour's duties will be the best preparation for the hours or ages that follow it. inspiration motivation quote .",3.0
6676,Male,"Don't waste your life in doubts and fears Spend yourself on the work before you, well assured that the right performance of this hour's duties will be the best preparation for the hours or ages that follow it. inspiration motivation quote .",4.0
6677,Male,"Don't waste your life in doubts and fears Spend yourself on the work before you, well assured that the right performance of this hour's duties will be the best preparation for the hours or ages that follow it. inspiration motivation quote .",4.0
6678,Male,"Don't waste your life in doubts and fears Spend yourself on the work before you, well assured that the right performance of this hour's duties will be the best preparation for the hours or ages that follow it. inspiration motivation quote .",4.0
6679,Female,"Don't waste your life in doubts and fears Spend yourself on the work before you, well assured that the right performance of this hour's duties will be the best preparation for the hours or ages that follow it. inspiration motivation quote .",3.0
6680,Male,"Don't waste your life in doubts and fears Spend yourself on the work before you, well assured that the right performance of this hour's duties will be the best preparation for the hours or ages that follow it. inspiration motivation quote .",2.0
6681,Male,"Don't waste your life in doubts and fears Spend yourself on the work before you, well assured that the right performance of this hour's duties will be the best preparation for the hours or ages that follow it. inspiration motivation quote .",3.0
6682,Female,"Don't waste your life in doubts and fears Spend yourself on the work before you, well assured that the right performance of this hour's duties will be the best preparation for the hours or ages that follow it. inspiration motivation quote .",1.0
6683,Female,"Don't waste your life in doubts and fears Spend yourself on the work before you, well assured that the right performance of this hour's duties will be the best preparation for the hours or ages that follow it. inspiration motivation quote .",3.0
6684,Female,"Don't waste your life in doubts and fears Spend yourself on the work before you, well assured that the right performance of this hour's duties will be the best preparation for the hours or ages that follow it. inspiration motivation quote .",2.0
6685,Female,"Don't waste your life in doubts and fears Spend yourself on the work before you, well assured that the right performance of this hour's duties will be the best preparation for the hours or ages that follow it. inspiration motivation quote .",3.0
6686,Female,Browsing through Twitter and realizing that 2h ago the blast wave of the Tonga volcano eruption got measured in Germany. After these many hours. Physics is amazing..,3.0
6687,Male,Browsing through Twitter and realizing that 2h ago the blast wave of the Tonga volcano eruption got measured in Germany. After these many hours. Physics is amazing..,2.0
6688,Female,Browsing through Twitter and realizing that 2h ago the blast wave of the Tonga volcano eruption got measured in Germany. After these many hours. Physics is amazing..,5.0
6689,Female,Browsing through Twitter and realizing that 2h ago the blast wave of the Tonga volcano eruption got measured in Germany. After these many hours. Physics is amazing..,2.0
6690,Female,Browsing through Twitter and realizing that 2h ago the blast wave of the Tonga volcano eruption got measured in Germany. After these many hours. Physics is amazing..,3.0
6691,Female,Browsing through Twitter and realizing that 2h ago the blast wave of the Tonga volcano eruption got measured in Germany. After these many hours. Physics is amazing..,5.0
6692,Female,Browsing through Twitter and realizing that 2h ago the blast wave of the Tonga volcano eruption got measured in Germany. After these many hours. Physics is amazing..,3.0
6693,Female,Browsing through Twitter and realizing that 2h ago the blast wave of the Tonga volcano eruption got measured in Germany. After these many hours. Physics is amazing..,2.0
6694,Female,Browsing through Twitter and realizing that 2h ago the blast wave of the Tonga volcano eruption got measured in Germany. After these many hours. Physics is amazing..,4.0
6695,Male,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,1.0
6696,Male,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,4.0
6697,Male,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,3.0
6698,Male,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,5.0
6699,Female,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,4.0
6700,Female,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,3.0
6701,Male,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,4.0
6702,Female,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,3.0
6703,Female,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,4.0
6704,Male,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,3.0
6705,Female,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,3.0
6706,Female,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,4.0
6707,Female,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,2.0
6708,Male,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,1.0
6709,Female,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,4.0
6710,Female,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,3.0
6711,Female,Can't believe there's only a few hours left.. Let's go We are both launching the mint as well as finding some winners of our giveaways Solana SolanaNFTs.,3.0
6712,Male,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,3.0
6713,Male,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,5.0
6714,Female,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,3.0
6715,Male,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,4.0
6716,Male,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,5.0
6717,Female,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,4.0
6718,Male,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,1.0
6719,Male,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,2.0
6720,Male,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,2.0
6721,Female,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,2.0
6722,Male,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,2.0
6723,Female,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,3.0
6724,Male,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,1.0
6725,Male,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,2.0
6726,Female,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,4.0
6727,Female,I mean holy fuck. I have literally predicted the United States stock market as perfectly as anyone in the world over the last 2 months. Super proud of myself for having gotten to this point in my career after hundreds and hundred of hours of work and study. .,4.0
6728,Female,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",4.0
6729,Male,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",5.0
6730,Female,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",2.0
6731,Male,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",4.0
6732,Female,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",2.0
6733,Male,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",1.0
6734,Male,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",2.0
6735,Female,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",3.0
6736,Male,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",4.0
6737,Male,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",5.0
6738,Male,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",4.0
6739,Female,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",1.0
6740,Female,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",2.0
6741,Female,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",4.0
6742,Male,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",2.0
6743,Male,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",3.0
6744,Male,"SATURDAY SPOTLIGHT is Members of our Media Team They did a FANTASTIC job capturing all the big events we had Our Media Team puts in a lot of volunteer hours to get you all the info and pictures. If you would like to join this team, email hillcrestramathletics.com HEMI .",3.0
6745,Male,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,2.0
6746,Male,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,4.0
6747,Female,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,3.0
6748,Male,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,1.0
6749,Male,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,4.0
6750,Male,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,3.0
6751,Female,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,3.0
6752,Female,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,4.0
6753,Female,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,2.0
6754,Male,Got hit with a fever right as I was going to bed last night. Starting to feel better now but the booster knocked me on my ass for 12 hours and derailed my plans to get stuff done today..,3.0
